FROM: http://127.0.0.1:8888/?corpus=762da13ca8334f4c7365a770c7768967&panels=collocatesgraph,reader,trends,summary,bubblelines&lang=en

Term	inDocumentsCount	RawFrequency	RelativeFrequency	RelativePeakedness	RelativeSkewness	Distributions
listedin	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
listedat	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
lish	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
liquid	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
linpack.php80	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
links	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
linker	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
linesspanned	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
lineon	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
linelength	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
linearregression	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
line.the	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
limu	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
limnxny	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
limitsto	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
lim	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
life	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
liebelow	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
licensing	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
libraries	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
lexicographically	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
levelset	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
letw0	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
letthere	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
letr0	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
lessons	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
lessefficient	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
les	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
leo	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
lengthsuch	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
lengthsmust	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
lengthsin	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
lengthsas	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
lengthrequired	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
lengthparameters	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
lengthmake	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
lengthequals	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
lems	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
legacy	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
leftside	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
leftmost	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
lee	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
leastsquares	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
learned	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
layer	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
lawsof	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
laterpaper	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
latencylimited	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
latencyis	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
latency.substitution	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
latencies.in	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
late	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
larkin	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
largevalues	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
largevalue	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
largerfluctuations	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
largeproblem	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
largeor	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
largenumber	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
largeis	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
lai	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
lack	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
laboratoryhave	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
laboratories.http	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
la	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
l3	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
l2u2	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
l2cells	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
l1zas	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
l0cg	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
l.o	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
l.i	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
l.figure	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
l.d	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
kþ	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
kunnen	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
kuehn	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
kronecker	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
kothari	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
kor	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
kogge	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ko	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
knows	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
knowing	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
know	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
knopf	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
klein	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
klbt0	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
kl0	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
kine	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
kh	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
kg	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
kflop	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
keywords:scalabilitydimensional	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
kevin	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
keshtkar	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
kcolumns	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
kazutomo	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
kaushik	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
karenina	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
kapitza	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
kamil	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
kalðna	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
k4n1	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
k.the	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
jwb	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
jupyter	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
june	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
juet	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
judg	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
jr0	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
jpn	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
jp	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
jour	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
joules	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
joubertg	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
joshi	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
joseph	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
jong	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
john’s	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
johansson	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
jobgets	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
jobfor	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
jmodern	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
jm	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
jj	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
jesshpe	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
jean	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
jc	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
jbj	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
january	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
jafarpur	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
jackson	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ja	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
j.d	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
iwia	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
iu	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
itwould	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
itwas	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
itude	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
itsown	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
itselfon	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
itmight	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
iterations	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
itdoes	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
itdifficult	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
italy	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ita	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
istrail	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
istowrite	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
isto	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
isthere	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
isthat	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
issuesaffecting	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
issues	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
iss	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
isreasonable	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ispossible	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
isnotoriously	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
isnot	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
isno	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ismeasured	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ism0	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
islimited	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
islarge	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
island	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
iskra	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
isharder	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
isgood	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
isformula	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
isdominated	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
iscommonly	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
ischia	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
isbandwidth	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
isaac	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
is4	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
ipsc	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
ior	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
iop	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
involves	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
involvement	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
involvedin	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
involv	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
invoke	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
investigatedtwo	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
investigate	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
inversely	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
inverse	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
inventor	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
intuition	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
introducing	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
introduce	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
intrinsic	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
intoequivalence	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
intime	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
inti	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
intheir	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
intertwined	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
intersects	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
intersectionof	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
interpretingtheir	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
interpreted	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
internationalsystem	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
interna	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
interational	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
interactive	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
interactions	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
interactionfor	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
interactionamong	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
intensityr0	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
intensitiesin	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
intensi	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
intelwoodcrest	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
integralprovides	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
integers	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
integer.the	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
intable	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
inta	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
instrumentation	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
instru	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
institutional	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
instituteuniversity	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,3.0807147E-4,0.0
institutefor	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
instellingen	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
instances	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
instance	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
inst	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
insoftware	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
insights	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
insightinto	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
insightand	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
insertion	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
inserting	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,0.0,0.0,1.472971E-4
insensitive	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
insect	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
inscalability	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
inrow	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
input	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
inperformance	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
innovative	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,1.0697475E-4,0.0,0.0,0.0
innov	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
inition	1	1	1.7763252E-5	6.0	2.4494898	0.0,0.0,0.0,9.643201E-5,0.0,0.0
initialproblem	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ini	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ings	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ingly	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
ingham’s	1	1	1.7763252E-5	6.0	2.4494898	1.7307026E-4,0.0,0.0,0.0,0.0,0.0
informula	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
informa	1	1	1.7763252E-5	6.0	2.4494898	0.0,4.815796E-5,0.0,0.0,0.0,0.0
